Serial,Watch_wk,Watch_we,Comp_wk,Comp_we,Comph_wk,Comph_we,Smart_wk,Smart_we
1063966,2,3,2,2,1,0.5,5,5
1063967,3,6,0,1,0,0,7,7
1063968,1,4,2,3,2,3,3,4
1063969,4,6,6,7,3,4,7,7
1063971,0.5,1,0,0,1,1,2,3
1063972,5,7,0,0,1,0.5,5,7
1063973,2,3,0,0,0,0,3,3
1063974,1,2,0,0,4,6,2,2
1063975,4,5,0,0,0,0,3,5
1063976,2,4,0,0,1,3,1,3
1063977,4,6,3,5,4,6,7,7
1063978,7,7,0,0,0,0,7,7
1063979,4,7,0.5,2,5,7,7,7
1063980,0.5,6,1,1,1,1,0,0
1063981,1,6,0.5,0.5,5,7,6,7
1063982,4,5,0,0,1,3,3,5
1063983,3,6,0,5,2,7,3,7
1063984,2,3,0,0,0.5,1,0.5,1
1063985,4,2,0,0,0,0,4,3
1063986,0.5,0.5,2,4,3,3,0,0
1063987,4,7,0,0,6,7,5,7
1063988,3,4,0,0,0.5,0,2,3
1063989,1,4,0,0,3,4,0.5,0.5
1063990,1,2,0,2,2,4,2,2
1063991,3,5,2,3,6,6,7,7
1063992,3,5,0,0,4,6,7,7
1063994,1,1,0,0,2,3,2,4
1063995,0.5,1,0,0.5,1,0.5,5,3
1063996,3,5,0,0,3,6,0,0
1063997,3,4,4,4,0,0,7,7
1063998,0.5,4,0.5,0.5,2,0,7,7
1063999,3,6,0,0,3,6,2,3
1064000,2,2,0,0,2,3,2,2
1064001,3,5,0,0,5,6,6,7
1064002,4,6,0,0,1,2,7,7
1064003,3,5,0,0.5,0.5,3,7,7
1064004,3,4,2,3,0,0,5,6
1064005,4,4,0.5,0.5,0,0,4,5
1064006,5,4,0,0,3,5,5,7
1064007,0.5,2,0,0,0.5,0.5,0.5,0.5
1064008,5,6,0,0,2,4,2,4
1064009,2,3,0,0,2,3,3,4
1064010,5,6,0,1,2,3,4,5
1064011,0.5,1,0,1,1,3,0.5,1
1064012,3,5,0,0,4,5,3,4
1064013,2,3,0,0,0.5,1,3,4
1064014,4,2,0,0,1,2,5,3
1064015,4,6,0.5,1,0,0,0,0
1064016,6,3,0,0,4,5,7,7
1064017,5,4,0,0,2,3,4,5
1064018,1,2,0,0,1,2,7,7
1064019,3,0.5,0,0,0,0,7,7
1064020,0.5,3,0,0,1,0.5,2,3
1064022,0.5,0,0,0,0.5,1,7,7
1064023,1,3,0,0,1,0.5,4,6
1064024,1,3,0,0,7,7,7,7
1064025,7,3,0,0,0,0,6,7
1064026,6,7,0.5,2,2,3,7,7
1064028,3,6,0,0,0.5,1,7,7
1064029,3,5,2,3,2,0,7,7
1064031,6,7,0,0,7,7,7,7
1064032,2,5,0,0,3,2,5,7
1064033,7,7,0,0.5,1,3,7,7
1064035,4,5,0,0.5,2,3,3,4
1064036,3,4,1,1,7,7,0,0
1064037,4,4,5,5,5,4,0,0
1064038,4,2,0,0,0,0,7,7
1064039,6,7,0,0,0.5,0.5,6,6
1064040,4,3,0,0,2,3,6,7
1064041,1,2,0,0,0,0.5,0.5,0.5
1064042,2,3,1,2,1,0.5,3,4
1064043,1,2,3,4,0,1,3,3
1064044,4,4,0,0,0,0,5,7
1064045,2,4,0,0.5,0,0,4,6
1064046,7,7,6,7,4,5,7,7
1064047,3,5,1,1,2,3,1,2
1064048,3,5,0,0,1,1,2,3
1064049,3,3,0,0,1,1,4,4
1064050,3,2,0,0,0.5,0.5,7,7
1064051,2,4,2,2,1,0,7,3
1064052,2,3,1,3,2,2,1,2
1064053,4,5,0,0.5,0,0,4,5
1064054,7,4,0,0,0.5,0,7,5
1064055,0,0,0,0,0.5,0.5,0,0.5
1064056,3,3,0,0,0.5,0,3,3
1064057,1,1,5,2,1,2,2,2
1064058,1,2,0,0,0,0,7,7
1064059,4,7,1,1,2,3,3,3
1064060,3,3,0,0,2,1,4,4
1064061,2,2,0,0,0,0.5,6,7
1064062,4,6,3,6,7,7,7,7
1064063,2,3,0,1,1,0,4,5
1064064,1,3,0,0,2,2,2,2
1064065,2,3,3,6,3,3,3,3
1064066,3,4,7,7,7,7,7,7
1064067,0,0,0,0,0,0,0,0
1064068,3,6,0,0,4,4,4,6
1064069,4,5,5,5,1,0.5,2,3
1064070,5,6,0,0,1,2,6,7
1064071,6,7,0,0.5,1,2,2,3
1064072,3,7,0.5,2,1,1,4,5
1064073,2,4,4,6,3,5,1,2
1064074,2,3,0.5,0.5,1,1,2,2
1064075,5,6,0,0,2,3,2,0.5
1064076,3,2,0,0.5,1,0.5,0.5,0.5
1064077,1,2,2,4,0.5,1,1,2
1064078,6,7,2,3,7,7,4,4
1064080,2,4,4,5,1,1,3,6
1064081,2,4,3,4,2,4,1,2
1064082,1,1,0,0,0,0,2,4
1064083,3,3,1,1,2,4,7,7
1064084,7,7,7,7,7,7,3,3
1064085,4,7,4,6,1,2,4,5
1064086,0.5,0.5,1,2,0.5,0.5,1,0.5
1064088,0,2,0,1,3,5,4,6
1064089,1,3,0,2,1,2,4,7
1064090,3,4,2,4,2,0.5,1,2
1064091,4,3,0,1,0,1,0.5,0.5
1064092,3,4,0,0,0.5,1,0.5,0.5
1064093,1,4,0,0,2,3,0,2
1064094,0.5,4,0,0,7,7,7,7
1064095,0.5,2,0,0,0.5,1,4,4
1064096,5,7,0,0,7,7,7,7
1064097,5,6,0,0,4,6,7,7
1064098,0.5,2,0,0,1,0.5,1,1
1064099,4,4,0.5,0,2,1,2,3
1064100,2,5,5,3,7,7,7,7
1064101,4,0.5,0,0,0,0,7,7
1064102,2,0.5,0,0.5,0.5,0.5,7,4
1064103,0.5,1,0.5,1,0.5,1,1,1
1064104,1,3,0,0,0,0.5,1,2
1064105,4,5,0,0,0,0,6,7
1064106,2,7,0,0,2,4,2,2
1064107,4,5,0,0,0.5,1,3,7
1064108,2,7,0,0,1,1,2,7
1064109,3,5,0,0,0.5,1,3,4
1064110,4,2,0,0,2,0.5,5,7
1064111,5,7,0,0,1,3,0.5,0.5
1064112,0.5,0,1,2,7,7,7,7
1064113,5,7,0,0,2,3,4,7
1064114,5,6,0,0,1,2,2,2
1064115,0,0,0,0,4,7,0.5,1
1064116,1,0.5,0,0,0.5,0.5,2,2
1064117,4,5,0.5,0.5,0,0,7,7
1064118,1,4,0,0.5,0.5,2,6,7
1064119,3,4,1,2,2,3,0,0
1064120,2,4,0,1,0,0.5,5,7
1064121,7,7,0,1,0,0,7,7
1064122,3,4,0,0,0.5,0.5,4,5
1064123,1,1,0.5,0.5,1,0.5,0.5,0.5
1064124,3,5,0,0.5,7,7,7,7
1064125,0.5,0.5,0,0,7,7,7,7
1064126,2,3,0,1,1,2,1,2
1064127,3,5,2,2,0,0,7,7
1064128,4,6,0,0,5,5,5,5
1064130,3,4,0,0,1,0.5,2,4
1064131,3,5,0,0,1,2,2,2
1064132,1,4,0,1,2,6,2,5
1064133,4,5,0,0.5,3,1,6,3
1064134,5,5,0,0,1,0.5,5,5
1064135,6,7,0,0,0.5,0,6,6
1064137,3,6,2,3,4,3,1,2
1064138,0,2,0,0,4,6,0.5,2
1064139,0,3,0,0,7,7,7,7
1064140,4,6,0,0,1,4,3,4
1064141,2,4,0,1,3,3,2,2
1064142,2,5,0,0,4,7,5,7
1064143,0,0,2,4,3,4,7,7
1064144,2,2,0,0,1,1,3,4
1064146,1,7,0,0.5,0.5,1,6,7
1064147,2,2,2,4,0,0.5,7,7
1064148,4,3,0,0,0,0.5,7,7
1064149,5,4,0.5,0.5,1,1,2,3
1064150,0.5,2,0,1,1,0,3,7
1064151,2,3,0,0,3,5,2,5
1064152,2,6,0,0,1,2,1,1
1064153,3,6,0,0,0,0,7,7
1064154,4,6,0,2,5,7,3,7
1064155,2,3,0,0,2,3,1,2
1064156,5,6,1,1,3,5,5,6
1064157,6,7,0,0,0,0,7,7
1064158,4,6,0,0,2,2,4,5
1064159,1,3,0,0,2,4,5,6
1064160,4,5,3,4,0.5,0.5,5,6
1064161,3,5,1,1,0.5,0.5,6,6
1064162,5,6,5,6,7,7,7,7
1064163,7,7,0.5,0.5,7,7,5,7
1064164,2,4,0,0,0,0,7,7
1064165,2,4,0,0,0,0,4,7
1064166,3,5,0,0,2,0.5,6,7
1064167,3,5,0.5,0.5,3,4,1,1
1064168,2,4,3,6,0,0.5,3,1
1064169,1,3,0,0,2,2,0,0.5
1064170,5,3,0,0,6,6,7,7
1064171,0.5,0.5,0.5,1,1,2,2,3
1064172,6,7,0,0,2,0.5,7,7
1064173,6,7,0,0,3,4,3,4
1064174,3,5,0,0,2,4,2,4
1064175,5,6,0,0,0,0,4,5
1064176,4,5,0,0,2,1,5,6
1064177,5,7,4,5,1,2,1,1
1064178,4,4,0,3,0,0.5,5,6
1064179,1,3,0,0,0,0,7,7
1064181,2,0.5,0.5,0,2,2,2,0.5
1064182,1,2,0,0,4,4,0,0
1064183,0.5,1,0,0,0.5,0.5,3,3
1064184,2,0.5,0,0,1,2,2,3
1064185,2,5,0,0,1,1,4,7
1064186,7,7,0,0,0,0,7,7
1064187,2,4,0,0,0,0,7,7
1064188,1,3,0,0,0.5,0.5,5,7
1064189,4,6,0,0,0.5,0.5,4,5
1064190,1,2,0.5,1,1,1,0.5,0.5
1064191,1,2,0,2,0.5,1,7,7
1064192,6,6,0,1,3,4,1,2
1064193,6,5,0,0,1,0.5,6,5
1064194,5,6,0,0,0,0.5,5,6
1064195,1,2,0,0,3,3,3,3
1064196,3,4,1,2,1,1,0.5,1
1064197,1,2,0,0,2,1,3,2
1064198,2,2,0.5,0.5,0,0,5,5
1064199,1,2,0,0,0,0,7,7
1064200,2,3,0,0,4,4,4,6
1064201,3,2,0,0,2,2,7,7
1064202,1,4,0,0,2,3,3,3
1064203,3,4,0.5,0.5,1,1,0.5,1
1064204,6,7,0.5,0.5,3,5,3,3
1064205,5,5,0,0,2,3,0.5,0
1064206,3,4,0,0,3,2,0.5,0.5
1064207,0,1,0.5,2,2,3,5,6
1064208,0.5,2,0,0,1,0.5,3,5
1064210,4,7,0,7,3,0,7,7
1064211,3,3,0,0.5,3,3,4,6
1064212,1,2,0,0,0.5,1,0.5,0.5
1064213,2,3,2,3,0.5,2,0.5,0.5
1064214,2,3,4,4,1,2,2,2
1064215,3,6,1,6,3,6,4,5
1064216,3,5,2,3,0,0,2,3
1064217,3,7,0,0,3,5,7,7
1064218,4,6,3,4,0,0,0.5,0.5
1064219,2,3,0,0,1,1,1,2
1064220,6,7,0,0,1,0.5,7,7
1064222,3,3,2,4,0.5,0,1,4
1064224,1,2,1,3,0,0,2,0.5
1064225,1,2,6,7,0.5,1,0,0
1064226,1,1,0.5,1,0,0,3,5
1064228,4,6,0.5,0,2,3,6,7
1064229,3,7,2,4,1,4,1,2
1064230,0,0.5,0,4,0,0,2,3
1064231,4,5,0,5,0,0,1,1
1064232,4,6,3,3,3,4,3,3
1064233,7,7,0,1,0,0,7,7
1064234,4,4,3,4,0,0,5,5
1064235,4,4,2,2,1,0.5,0.5,0.5
1064236,3,7,3,4,7,7,7,7
1064237,1,3,6,7,0,0,4,5
1064239,0.5,0.5,0,0,0.5,1,1,2
1064240,1,2,0.5,0.5,1,0.5,2,3
1064241,4,6,0,0,4,5,3,5
1064243,2,3,0,0,0.5,0,4,4
1064244,7,7,0,0,6,7,6,7
1064246,1,2,0,1,1,3,2,3
1064247,2,4,2,4,1,2,0,0
1064248,0.5,1,0,3,0,0.5,0,0.5
1064249,4,6,1,5,4,5,7,7
1064250,2,0,5,7,5,7,0,0
1064251,4,2,2,1,3,2,2,0.5
1064252,4,6,3,5,2,3,2,4
1064253,3,4,3,6,2,2,7,7
1064254,2,4,0,2,2,3,3,5
1064255,2,7,4,7,2,0.5,3,3
1064256,2,3,1,3,3,4,0.5,0.5
1064258,2,5,0,0,5,6,1,2
1064259,2,5,0.5,1,0.5,1,0.5,0.5
1064260,2,4,0,0,1,2,0,0
1064261,6,6,3,5,3,5,3,5
1064262,3,4,3,5,1,2,0,0
1064263,2,4,2,4,0,0,0,0
1064264,3,4,0.5,0.5,2,2,3,5
1064265,4,6,0,0,7,7,7,7
1064266,0.5,2,0,1,1,2,1,2
1064267,3,4,0.5,3,4,5,1,2
1064268,2,7,0.5,7,4,7,7,7
1064269,7,5,2,2,0,0,7,7
1064270,3,3,0,6,0,0,0.5,1
1064271,3,4,1,2,0,0,3,3
1064272,6,7,0,4,1,0,3,5
1064273,0,1,0,0,3,4,3,5
1064274,4,5,3,6,6,2,6,6
1064275,5,5,5,6,2,3,6,7
1064276,4,5,3,5,3,5,4,3
1064277,7,6,7,7,7,7,4,3
1064278,3,4,3,4,2,3,1,1
1064279,5,7,4,7,0,0,3,5
1064280,2,1,0,0,0,0,7,7
1064281,2,2,0,0,0,0,1,2
1064282,1,5,1,2,2,0.5,1,0.5
1064283,1,3,0,1,2,2,0.5,0.5
1064284,1,2,3,4,3,5,6,6
1064285,3,4,0.5,0,2,1,0.5,0.5
1064286,4,7,1,3,1,2,1,3
1064287,2,6,0,0,2,5,4,7
1064288,1,2,5,7,0,5,7,7
1064289,1,4,0,0.5,4,5,2,4
1064290,4,5,3,5,2,4,3,4
1064291,2,4,0,0.5,1,2,0.5,1
1064292,2,4,0,0.5,1,1,3,5
1064293,2,3,2,3,1,0,4,7
1064294,7,7,0,0,6,6,6,6
1064295,0,0.5,2,3,0.5,1,1,2
1064296,2,2,1,1,0.5,0.5,3,3
1064297,3,5,0,2,4,6,0.5,1
1064300,0,0,5,6,0.5,0,0,1
1064301,1,1,0,5,1,1,2,5
1064302,2,3,0,0.5,0.5,0.5,2,3
1064303,0.5,0,3,3,0,0,0,0
1064304,0,0,4,6,1,2,1,1
1064305,1,2,3,2,0,0,3,4
1064306,2,4,0,0,1,2,0.5,0.5
1064307,2,6,0,1,2,2,1,2
1064308,1,0.5,0,0,0.5,0.5,3,5
1064309,4,6,0,0,0,0,3,6
1064311,4,2,0.5,0,2,1,1,1
1064312,4,2,0,0,0,0,4,6
1064313,5,7,2,4,0.5,0,5,7
1064315,2,3,0,4,3,4,0.5,2
1064317,3,0,2,6,2,1,3,2
1064319,4,6,0,0.5,2,4,0,0
1064320,3,6,1,4,4,6,7,7
1064321,1,2,1,2,0.5,0.5,0.5,1
1064322,1,3,0,0.5,0.5,1,0.5,2
1064323,2,1,0,0,3,2,1,2
1064324,0.5,2,2,5,4,5,0,0
1064325,0.5,1,2,3,0,1,1,2
1064326,2,3,0,4,1,2,2,2
1064327,4,6,1,2,2,1,1,1
1064328,2,4,0,1,2,2,1,1
1064329,2,1,1,2,2,2,4,4
1064330,3,4,2,3,0.5,1,2,4
1064331,4,5,0,4,5,3,4,3
1064332,0.5,3,0,2,3,4,3,3
1064333,4,7,1,3,2,3,5,7
1064335,1,1,0,0,3,3,5,5
1064336,0.5,2,1,4,0,0.5,2,4
1064337,5,7,3,4,1,0.5,3,5
1064338,1,4,0,1,1,2,0,0.5
1064339,0,3,0,7,4,5,0.5,0.5
1064340,2,4,0.5,2,2,4,1,4
1064341,4,6,1,0.5,1,1,7,7
1064342,5,2,0,0,3,0,5,5
1064343,2,3,2,4,0.5,1,1,3
1064344,0.5,3,0,0.5,0.5,0.5,0.5,0.5
1064345,4,3,0,0.5,0,1,0.5,1
1064346,4,5,0,0,3,2,1,0.5
1064347,1,2,1,2,2,3,0.5,1
1064348,1,2,0,0,0,0,5,5
1064349,2,4,0,0,2,2,0.5,1
1064350,1,3,1,4,1,3,2,3
1064351,2,4,1,4,2,3,0,0
1064352,2,4,1,3,2,3,0.5,0.5
1064353,1,5,0,3,2,4,0,0
1064354,1,0.5,2,3,1,1,0,0
1064355,0.5,3,0,3,0.5,0,0.5,1
1064356,2,7,4,7,4,4,3,3
1064357,2,3,1,1,0.5,0.5,1,2
1064358,2,3,1,2,0.5,6,0.5,6
1064359,2,7,3,4,1,3,1,4
1064360,4,7,1,3,2,3,5,7
1064361,5,7,0.5,6,0,0.5,7,7
1064362,7,5,5,3,7,5,7,7
1064363,3,5,2,4,2,2,5,6
1064364,0,1,0,2,2,2,0.5,0.5
1064365,2,2,1,2,0,0,2,4
1064366,4,5,3,4,1,2,3,4
1064367,2,5,0.5,2,0.5,0,1,1
1064368,5,7,4,7,0,0.5,0,0
1064369,6,7,4,6,1,2,1,2
1064371,4,0.5,0,0,3,7,0.5,0.5
1064372,0.5,2,0,0,2,3,2,1
1064373,3,5,0,0.5,2,3,1,2
1064374,2,3,1,3,0.5,1,2,3
1064375,2,4,0,2,1,1,1,2
1064376,3,2,0,0,0.5,1,0,0
1064377,1,3,1,4,0,1,2,3
1064378,1,0,2,5,3,3,7,7
1064379,2,4,0.5,1,1,2,3,3
1064380,3,5,1,3,0.5,1,2,4
1064381,2,1,2,4,1,1,3,7
1064382,3,5,4,7,1,2,3,5
1064383,1,2,2,5,1,1,0,0
1064385,6,7,0,0,2,3,6,7
1064387,4,5,0,3,0,0,2,3
1064388,1,5,2,6,2,0.5,2,4
1064389,1,1,0,0.5,0,0.5,0.5,1
1064390,0,3,3,7,1,5,4,2
1064391,6,6,0,0,3,2,7,7
1064392,3,5,3,5,2,2,4,7
1064393,1,1,4,5,6,7,4,7
1064394,1,3,0.5,1,2,4,4,7
1064395,2,3,0.5,0.5,2,1,6,7
1064396,2,4,0,0,0.5,0.5,0.5,4
1064397,1,2,0.5,0.5,0.5,1,1,1
1064398,2,4,0,1,0,1,7,7
1064399,4,5,0,0,3,2,2,3
1064400,3,5,0.5,3,2,3,0.5,1
1064401,4,6,1,2,1,0.5,0.5,1
1064402,3,5,2,3,0.5,1,4,3
1064403,3,5,0,0,0.5,1,1,2
1064404,1,5,2,4,0,0,0,0
1064405,4,5,2,2,1,2,0.5,1
1064406,0,2,0,0,0,0,4,6
1064407,3,6,0,2,0,0,0,0
1064408,1,0.5,0,0.5,0.5,1,0.5,1
1064409,0.5,3,0,4,1,6,2,3
1064410,2,3,0,0.5,3,4,1,2
1064411,0.5,2,0,2,1,1,0,0
1064412,3,4,0,0,0.5,0.5,7,7
1064414,4,3,1,2,0,1,0.5,1
1064415,4,5,2,4,3,2,0.5,6
1064416,3,4,1,2,5,7,7,7
1064417,2,4,1,3,0,1,3,4
1064418,3,4,2,3,4,4,2,3
1064419,5,7,0,0,0.5,0.5,7,7
1064420,2,4,0,1,3,4,2,3
1064421,0.5,1,0,2,1,1,0,0.5
1064422,4,3,1,5,0.5,1,2,3
1064423,2,3,0.5,1,0.5,1,3,4
1064424,4,5,0,5,0,0,5,6
1064425,6,7,6,6,3,2,3,5
1064426,2,5,0,0,0.5,3,0,0
1064427,0,2,0,0,4,7,3,1
1064428,1,3,0,0,2,3,1,2
1064429,1,3,3,5,2,4,4,4
1064430,0.5,5,0,0,0,0,0.5,0.5
1064431,5,7,1,1,0,0,5,7
1064432,2,3,0.5,2,5,7,7,7
1064433,3,2,0.5,0,7,6,6,5
1064434,2,4,0,0,6,6,7,7
1064435,6,7,0.5,2,5,5,3,5
1064436,3,3,0,0.5,0,1,7,7
1064438,5,7,0,0,0,0,7,7
1064439,3,7,0,0,2,3,4,7
1064440,3,6,0.5,0.5,2,2,2,3
1064441,6,3,0,0,0,0,7,7
1064442,3,4,0,0,0.5,0,6,7
1064443,1,4,2,6,1,4,1,3
1064444,5,6,0.5,1,4,5,4,4
1064445,2,3,2,5,1,2,2,2
1064446,2,5,4,5,1,2,0,0
1064447,7,7,5,7,2,3,7,7
1064448,0,2,3,5,5,7,4,7
1064449,6,7,6,7,6,7,1,1
1064450,7,7,7,7,6,7,5,6
1064451,2,4,0,0,4,4,4,5
1064452,3,5,0.5,1,1,2,0,0.5
1064453,5,7,5,7,6,7,5,6
1064454,3,7,3,7,2,4,1,3
1064455,2,3,4,7,3,5,0,0
1064456,7,7,0,0,7,6,4,5
1064457,2,4,1,2,1,4,0.5,0.5
1064458,3,5,3,5,7,7,0.5,0
1064459,3,7,4,7,0.5,0.5,5,6
1064460,1,1,0,0,5,7,6,7
1064461,0,3,0.5,0.5,2,0.5,0,0
1064462,3,5,0,0,2,4,0,0
1064463,0,0.5,2,3,0,0.5,0,0
1064464,4,7,4,7,3,5,3,3
1064465,3,5,2,5,0.5,0.5,0.5,0.5
1064466,2,2,4,5,2,3,1,2
1064467,7,7,3,3,0,0,7,7
1064468,4,7,1,3,1,0.5,5,6
1064469,5,6,0.5,0.5,0.5,0.5,5,5
1064470,5,7,1,2,7,7,7,7
1064471,3,5,4,5,0.5,0.5,0.5,0.5
1064472,1,1,2,4,1,2,0.5,1
1064473,2,2,4,7,0,0,0,0
1064474,7,7,3,4,0,0,7,7
1064475,2,3,3,4,1,0,1,1
1064476,1,2,0,0,0,0.5,3,4
1064477,1,2,1,1,0.5,0.5,3,3
1064478,3,4,2,3,2,4,2,4
1064479,7,7,0,0.5,1,1,7,7
1064480,4,7,7,7,2,0,1,1
1064481,4,3,3,1,5,1,0.5,0.5
1064482,2,2,0,0,3,4,1,2
1064483,3,3,3,4,0.5,0.5,1,1
1064484,0.5,2,0,0,7,7,0.5,0.5
1064485,1,0.5,4,4,0,0,2,2
1064486,0.5,3,7,7,1,1,1,1
1064487,3,3,0.5,2,0.5,2,1,1
1064488,1,3,4,7,1,2,1,0.5
1064489,4,5,3,3,1,2,1,2
1064490,3,2,1,3,1,0,7,7
1064491,1,4,0,0.5,2,3,1,3
1064492,3,5,5,7,0,0.5,5,2
1064493,4,6,3,4,0,1,6,6
1064494,4,5,1,1,0,0,0,0
1064495,4,7,4,7,3,3,7,7
1064496,0.5,3,0,0,4,4,0.5,0.5
1064497,1,3,0.5,3,1,1,4,7
1064498,4,4,2,3,0,0,1,1
1064499,2,3,0,0,1,4,2,2
1064500,7,7,3,5,0,0,7,7
1064501,1,3,1,3,2,2,2,2
1064502,4,4,0,0,0,0,7,7
1064503,2,5,2,3,0.5,1,3,4
1064504,3,2,3,2,0.5,1,1,1
1064505,3,3,2,2,0.5,2,2,3
1064506,4,3,0,0,3,2,0.5,0
1064507,2,3,2,4,1,2,5,6
1064508,2,3,1,4,1,2,3,4
1064509,5,7,0,5,0,0.5,1,2
1064510,2,2,3,2,0,0,4,2
1064511,5,4,3,2,6,6,5,6
1064512,4,6,4,7,4,7,5,7
1064513,2,4,7,7,1,1,7,7
1064514,1,3,0,1,0.5,2,0,0
1064515,5,7,1,3,0.5,2,1,3
1064517,2,2,2,3,0.5,0.5,4,4
1064518,2,3,2,3,0.5,0.5,1,1
1064519,1,2,0,2,2,4,1,1
1064520,2,1,5,7,0.5,0.5,0,0
1064521,4,4,7,7,6,6,7,7
1064522,2,3,1,3,2,3,2,3
1064523,4,5,2,3,3,3,7,7
1064524,5,0,0,0,0.5,1,0,0
1064525,3,3,3,5,1,1,5,5
1064526,5,6,3,3,3,4,7,7
1064527,5,7,5,7,5,7,0,0.5
1064528,0,0,5,7,4,6,1,1
1064530,4,6,4,5,0,0,0,0
1064531,2,4,0,0.5,4,6,2,2
1064532,2,2,3,4,3,4,2,3
1064533,2,3,0.5,0.5,0.5,1,0.5,2
1064534,4,5,0,0,4,5,0,0
1064535,1,3,5,7,2,2,2,4
1064536,1,1,4,6,0,1,7,7
1064537,1,0.5,1,0.5,6,7,7,7
1064538,3,2,1,2,0,0,2,2
1064539,2,3,1,3,2,3,0.5,1
1064540,2,3,2,3,1,1,0.5,0.5
1064541,0.5,2,2,4,3,5,4,6
1064542,2,4,3,4,2,0,0,0
1064543,7,7,7,7,0,0,7,7
1064544,3,3,5,5,0.5,0.5,0.5,0.5
1064545,3,4,1,3,2,2,0.5,1
1064546,3,4,5,6,3,4,0.5,0.5
1064547,0.5,0.5,0,0,0,0,3,4
1064548,2,3,3,4,2,2,3,4
1064549,3,2,5,6,2,1,2,3
1064550,3,5,5,4,0.5,0.5,7,7
1064551,2,2,2,4,0.5,0.5,2,3
1064552,4,6,6,2,0,0,5,7
1064553,2,1,4,6,5,6,4,5
1064554,5,7,5,7,4,1,0,0
1064555,0,0,3,4,0.5,0.5,7,7
1064556,2,4,0,0,3,4,0,0
1064557,2,1,2,3,2,4,7,7
1064558,5,3,4,6,1,0.5,0,0
1064559,1,3,4,5,4,5,1,2
1064560,0.5,2,4,7,2,4,1,2
1064561,3,6,2,3,2,5,0.5,0.5
1064563,1,1,1,2,1,2,1,3
1064564,1,3,1,2,1,1,3,3
1064565,1,3,0,0,2,0.5,3,5
1064566,2,3,1,4,0,0,0.5,0.5
1064567,0.5,0.5,0.5,0.5,0.5,0.5,2,3
1064568,3,5,1,2,1,1,0,0
1064569,1,2,1,3,2,4,0.5,1
1064570,2,4,4,5,0.5,0.5,0,0.5
1064571,0,2,3,5,3,4,1,6
1064572,4,2,0,0,1,0.5,0,0
1064573,0.5,2,0,3,1,2,1,2
1064574,0.5,2,3,7,1,1,0.5,0.5
1064575,3,2,0,0,1,2,4,5
1064576,1,1,1,1,1,1,1,1
1064577,2,3,1,3,3,4,1,3
1064578,7,7,5,7,6,7,6,7
1064579,1,3,0,0,0,0,1,3
1064580,6,7,0,0,0,0,6,7
1064581,3,5,2,3,0,0,0,0
1064583,3,4,2,4,0,0,5,6
1064584,3,5,1,2,2,3,3,4
1064585,7,7,7,7,3,3,2,1
1064586,2,4,1,2,0,0,7,7
1064587,4,4,5,6,2,2,2,3
1064588,3,5,0,0.5,3,4,7,7
1064589,1,2,0,0,3,4,4,5
1064590,3,1,0,0,0.5,0.5,2,2
1064591,2,3,0,0,1,1,3,4
1064592,4,5,0.5,1,0,0,6,7
1064593,4,6,0,0,2,2,0,0
1064594,4,6,0.5,2,7,7,4,6
1064595,2,4,0,0,1,1,1,2
1064596,1,3,0,0,2,4,5,5
1064598,1,2,0,0,2,1,2,2
1064599,2,4,3,4,5,5,6,6
1064600,2,1,0,0,0,0,6,7
1064601,3,3,0,0,0,0,3,4
1064602,1,0.5,0.5,0,7,7,7,7
1064603,1,0,0,0,4,1,0,0
1064604,4,7,1,1,2,3,7,7
1064605,4,5,0,0,0,0,4,6
1064606,2,3,0,0,0,0,3,5
1064607,0.5,2,0,0,3,1,2,4
1064608,1,2,0,0,3,4,1,3
1064609,2,3,0,0,0.5,0.5,7,7
1064610,4,6,1,3,3,7,6,7
1064611,2,0,0,0,0,0.5,2,4
1064612,3,4,0,0,0.5,2,0,0.5
1064613,1,2,3,4,2,2,1,0.5
1064614,6,7,4,7,1,2,2,5
1064615,5,3,5,6,3,7,0,0
1064616,2,4,3,3,1,0,2,2
1064617,4,7,2,4,3,5,0,1
1064618,0,0.5,2,3,1,1,0,0
1064619,2,3,0,1,4,2,5,6
1064620,6,7,4,6,2,3,0.5,1
1064621,3,4,0.5,1,0.5,0.5,1,2
1064622,1,3,2,4,0.5,1,0.5,0.5
1064623,2,3,2,4,0,1,0,0.5
1064624,1,3,1,2,0.5,0.5,0.5,0.5
1064625,1,1,3,6,2,5,0.5,0.5
1064626,2,4,0,0,2,3,2,3
1064627,1,2,4,6,0.5,0.5,0.5,0.5
1064628,2,4,0,1,0.5,0.5,2,1
1064629,2,2,2,0.5,1,1,0.5,0.5
1064630,3,1,0,0.5,1,2,0,0.5
1064631,6,7,6,7,6,7,1,0.5
1064632,2,3,1,2,1,0.5,1,1
1064633,2,2,0,0,0.5,0.5,1,1
1064634,4,2,0.5,0.5,3,4,7,7
1064635,3,3,0.5,2,4,6,5,6
1064637,5,7,0.5,1,5,7,5,7
1064638,2,4,4,7,3,7,1,1
1064640,4,7,6,7,2,4,7,7
1064641,3,6,1,2,0.5,0.5,0.5,0.5
1064642,2,5,2,4,1,2,1,3
1064643,0.5,0.5,0.5,2,0.5,1,0,0
1064644,1,3,2,2,1,3,1,2
1064645,0.5,1,0.5,0.5,0,0.5,2,3
1064646,1,4,0,0,2,5,2,3
1064647,1,1,2,3,0,0.5,0,0
