Serial,Watch_wk,Watch_we,Comp_wk,Comp_we,Comph_wk,Comph_we,Smart_wk,Smart_we
1063292,3,3,2,2,7,7,1,2
1063293,0.5,2,0,0,1,3,1,1
1063294,2,3,0,3,1,2,1,1
1063295,6,6,6,7,0.5,0.5,0.5,0.5
1063296,4,6,0,0,4,5,3,4
1063297,1,1,3,5,0,0.5,0.5,0.5
1063298,1,3,4,4,1,1,1,1
1063300,0.5,2,0,0,1,1,1,1
1063301,2,6,3,6,2,4,2,4
1063302,0.5,0.5,0,0,2,3,3,3
1063303,1,2,0.5,2,4,6,1,2
1063304,5,6,0.5,6,1,2,4,5
1063305,3,3,4,7,4,4,1,1
1063306,2,4,0,1,2,4,1,1
1063307,0,0,4,6,1,1,7,7
1063308,0.5,1,3,6,2,6,0.5,0.5
1063309,7,7,0,0,0.5,0.5,2,4
1063310,1,2,0,0,1,2,1,4
1063311,1,2,4,6,2,4,0,0.5
1063312,2,4,1,2,0.5,1,2,2
1063313,3,3,1,1,2,3,4,4
1063314,2,4,1,2,4,4,0,0
1063315,1,1,0,0.5,0.5,0.5,1,1
1063316,1,1,0,0,0.5,1,3,4
1063317,1,3,1,2,1,2,0.5,0.5
1063318,3,3,2,3,1,3,4,6
1063319,0.5,1,0,0,5,3,1,1
1063320,2,3,0.5,0,0,0.5,4,4
1063321,1,1,1,1,2,2,1,1
1063322,0,3,1,3,2,4,4,5
1063323,2,3,0,3,3,3,1,1
1063324,0,1,0,1,0,0,1,2
1063325,3,3,0,0,0.5,0.5,1,2
1063326,1,3,0,0,1,1,0.5,0.5
1063327,3,2,1,1,0.5,0,2,3
1063328,3,3,0,4,1,1,2,4
1063329,2,4,0.5,2,0.5,1,4,6
1063330,3,4,2,3,3,3,5,5
1063331,0.5,0.5,2,5,1,2,0.5,1
1063332,2,3,0.5,2,1,2,1,2
1063333,3,5,0,1,1,3,4,6
1063334,3,5,3,6,1,1,3,6
1063335,0.5,2,0,0,0,0.5,0.5,0.5
1063336,2,4,1,3,1,1,4,5
1063337,2,1,0,0,0,0,0.5,0.5
1063338,2,4,0,0.5,3,4,4,5
1063339,3,5,0,0,5,6,0,0
1063340,2,6,0.5,2,2,4,2,4
1063341,5,7,1,2,1,1,0.5,0.5
1063342,1,4,0,0,2,2,0.5,0.5
1063343,4,6,0,3,4,6,0.5,1
1063344,1,2,1,2,0.5,1,1,2
1063345,4,3,2,3,0,0,4,5
1063346,1,2,0,0,2,2,4,6
1063347,1,2,0.5,2,2,2,1,1
1063348,4,4,1,1,0,0,6,7
1063349,2,2,2,1,1,3,3,1
1063350,0.5,1,2,4,3,3,5,7
1063351,2,2,3,4,0,0,3,4
1063352,0.5,2,0.5,3,2,3,1,4
1063353,1,2,0,0,0,0,0,0
1063354,5,7,0.5,2,1,3,2,4
1063355,1,2,3,5,1,4,7,7
1063356,3,3,0,4,4,4,0.5,0.5
1063358,3,5,0,0,3,4,0.5,0.5
1063359,4,6,0,4,3,4,0,0
1063360,2,4,0.5,1,2,1,5,4
1063361,2,4,1,3,3,2,0,1
1063362,4,6,0,0,3,6,3,3
1063363,3,5,2,4,1,1,0.5,0.5
1063364,2,4,0,2,0.5,2,0.5,0.5
1063365,2,2,1,2,1,3,0.5,1
1063366,3,6,2,4,1,2,0,0
1063367,4,6,2,5,0.5,0.5,0,0
1063368,0,0.5,1,1,0,0.5,0.5,1
1063369,0,0,2,4,0,2,0,0
1063370,3,6,2,6,1,3,0.5,2
1063371,4,6,2,2,2,3,3,4
1063372,2,4,1,2,5,4,7,7
1063373,3,7,0,1,3,7,7,7
1063374,2,4,2,5,4,1,2,3
1063375,0.5,0,0,0,0,0,0.5,0
1063376,2,1,3,7,2,7,3,3
1063377,1,2,1,2,1,1,2,3
1063378,0.5,0.5,3,5,1,2,0.5,0.5
1063379,1,0.5,0,0,0.5,0.5,1,1
1063380,4,2,0.5,1,5,6,0,0
1063381,2,3,0,0.5,2,3,3,4
1063382,2,2,1,1,3,3,1,1
1063383,3,4,1,2,2,3,1,2
1063384,1,3,0,3,0.5,2,0.5,2
1063385,2,3,1,3,0,2,4,5
1063386,1,2,0,0,0.5,1,0,1
1063387,1,2,2,1,1,0,7,6
1063388,1,2,0.5,2,0,0,1,2
1063389,1,4,0,2,2,2,2,3
1063390,1,3,0.5,4,1,2,2,3
1063391,2,4,0,2,0.5,1,2,3
1063392,2,3,0,0,0.5,1,1,1
1063393,0.5,2,0,0,1,3,2,4
1063394,2,4,1,2,2,1,2,3
1063395,3,5,0,1,2,3,1,2
1063396,2,3,1,3,1,2,0,0
1063397,3,5,0,1,2,1,2,4
1063398,2,4,1,2,3,4,0.5,1
1063399,3,3,0.5,1,1,1,2,2
1063400,1,1,0,0.5,0.5,0.5,0.5,0.5
1063401,0.5,3,0,0.5,0,0,1,2
1063402,2,4,0,0.5,2,4,0,1
1063403,0.5,1,0,0,0.5,0.5,0.5,1
1063404,5,7,4,6,0.5,1,0.5,0.5
1063405,3,5,2,6,0.5,1,0.5,0.5
1063407,1,1,0,1,0.5,2,0.5,0.5
1063408,1,2,0,5,1,2,2,4
1063409,2,3,2,4,2,2,0.5,0.5
1063410,4,4,0,0,0.5,0.5,5,5
1063411,1,1,0.5,0.5,0.5,0.5,0,0
1063412,2,2,0,0,0.5,0.5,1,1
1063413,3,4,0,0,2,3,2,4
1063414,0.5,1,2,4,2,4,2,2
1063415,0,2,0,0,1,0.5,0.5,1
1063416,0,0.5,1,2,0.5,1,0.5,1
1063417,6,7,6,7,3,0.5,4,0.5
1063418,2,1,0,2,2,2,1,0.5
1063419,1,2,1,3,0.5,0.5,1,1
1063420,3,3,0,4,3,2,0.5,2
1063421,2,5,0.5,2,1,1,2,3
1063422,3,2,0,0,0,0,4,5
1063423,1,2,0.5,2,0.5,0.5,3,4
1063424,1,1,0,0,0,0,2,4
1063425,1,3,0,0.5,1,1,2,4
1063426,2,3,0,3,4,3,2,2
1063427,3,3,0,1,0.5,0.5,4,6
1063428,0.5,2,0.5,4,2,3,1,2
1063429,3,2,1,2,2,2,0,0
1063430,2,1,5,6,0.5,0.5,1,1
1063431,2,4,0.5,1,0.5,0.5,6,7
1063432,1,3,3,7,0.5,2,2,2
1063433,1,2,3,5,5,5,0,0
1063434,0.5,2,0,1,5,1,6,7
1063435,3,3,4,4,3,7,4,4
1063436,4,2,1,1,1,0,7,7
1063437,4,6,2,4,1,3,0.5,1
1063438,0.5,2,3,5,1,2,0,0
1063439,2,3,0,0,0,0,4,5
1063440,2,3,0.5,2,0.5,2,1,0.5
1063441,4,5,1,3,7,7,7,7
1063442,5,6,3,4,2,2,5,7
1063443,4,3,2,3,5,6,7,7
1063444,1,1,3,5,1,2,0.5,0.5
1063445,4,3,3,4,7,7,7,7
1063447,2,4,3,5,0,0,1,1
1063448,3,4,6,7,3,4,5,7
1063449,6,7,6,7,2,1,2,4
1063450,3,5,5,6,4,5,1,2
1063451,2,3,3,4,0.5,0,2,2
1063452,2,2,1,1,0,0,1,0.5
1063453,2,4,1,4,1,1,0,0
1063454,2,2,7,7,0,0,3,4
1063455,2,3,1,4,1,2,1,1
1063456,2,4,1,1,2,2,2,3
1063459,1,1,2,2,2,2,0,0
1063460,5,3,1,0.5,1,0.5,5,6
1063461,4,6,3,5,3,5,7,7
1063462,2,3,1,0.5,0,0,3,4
1063463,2,3,0,0,5,7,0,0
1063464,4,5,1,1,0.5,0,0.5,0.5
1063465,3,6,3,6,3,5,4,4
1063466,3,3,0,1,2,3,0,0
1063467,5,7,6,7,1,2,1,2
1063468,7,7,3,5,0,0,7,7
1063469,5,7,3,5,4,4,6,6
1063470,1,2,3,3,1,2,5,7
1063471,2,5,0,4,1,3,0,0
1063472,0,0,0,0,1,1,3,3
1063473,5,5,4,5,0,0,0,0
1063474,3,7,5,7,5,7,1,1
1063475,7,7,5,7,5,7,6,7
1063476,3,6,7,7,0,0,7,7
1063477,4,6,3,5,1,3,4,5
1063478,5,6,5,7,0.5,0.5,7,7
1063479,0.5,2,4,7,2,4,0,0
1063480,5,7,5,7,2,3,0,0
1063481,0,4,0,5,0.5,0.5,0,0.5
1063482,1,3,3,4,0.5,0.5,1,1
1063483,5,6,7,7,0,0,7,7
1063484,0.5,2,0.5,0.5,2,2,1,3
1063485,0.5,1,2,3,1,1,0.5,0.5
1063486,2,2,1,2,2,3,3,4
1063487,0.5,2,0,0,3,4,3,4
1063488,3,2,1,3,1,1,0.5,0.5
1063489,2,1,0,0,2,3,0.5,1
1063490,4,4,1,2,0.5,1,2,3
1063491,2,4,2,2,0.5,1,0.5,0.5
1063493,4,3,0,1,2,2,3,3
1063494,0.5,0.5,0,0,4,4,4,2
1063495,4,5,0,0.5,4,5,4,5
1063496,2,3,1,1,2,2,1,1
1063497,1,3,0,0,6,7,0.5,1
1063498,2,4,1,1,1,3,2,3
1063499,2,5,1,2,2,3,1,3
1063501,1,2,0,1,3,7,2,0.5
1063502,3,6,0,3,3,3,7,7
1063503,3,5,0.5,2,0,0.5,3,4
1063504,0,0.5,0,1,1,3,2,3
1063505,0,1,0,0,0.5,0.5,0,0
1063506,1,3,1,2,3,3,3,3
1063507,2,3,0,1,2,4,0.5,1
1063508,1,2,1,3,1,0.5,0,0.5
1063509,7,7,4,6,5,7,3,4
1063510,7,7,2,4,3,1,7,7
1063511,0,1,0,4,0,0,7,7
1063512,4,6,0,3,1,0.5,2,2
1063513,1,1,2,3,0.5,0,1,1
1063514,5,7,0.5,3,0.5,4,0,0
1063515,0,0,0,0,2,4,2,4
1063516,3,3,4,5,5,3,6,6
1063517,1,2,3,5,3,3,0,0
1063518,0.5,1,2,3,2,1,1,4
1063519,2,3,1,1,1,1,0.5,0.5
1063520,3,5,3,5,0,0,3,3
1063521,7,7,0,0,2,5,7,7
1063522,0,0.5,0.5,1,1,2,0,0
1063523,2,3,1,3,0,0.5,2,2
1063524,1,3,0.5,0,1,2,1,1
1063525,2,3,0,2,0.5,0.5,1,2
1063526,2,4,0,2,0.5,1,0.5,1
1063527,1,3,1,1,3,5,2,3
1063528,3,4,0.5,0,3,3,1,2
1063529,4,7,4,7,3,3,6,7
1063530,1,0.5,0.5,1,1,1,3,4
1063531,1,3,2,2,4,6,4,7
1063532,2,2,2,2,2,1,1,0.5
1063533,1,4,0.5,2,6,7,3,5
1063534,0.5,1,0,0,0.5,0,0.5,1
1063535,0.5,1,0,0,0.5,0.5,3,4
1063536,0.5,3,0.5,1,0.5,0.5,0.5,0.5
1063537,3,6,1,3,2,1,2,6
1063538,7,7,5,6,4,3,0.5,1
1063539,5,7,3,4,5,3,6,7
1063540,5,6,1,3,2,0,2,4
1063541,0.5,2,0,1,2,3,1,1
1063542,3,4,0.5,5,3,3,7,7
1063543,3,2,2,3,4,4,5,5
1063544,0.5,1,0,0.5,3,7,0.5,1
1063545,1,1,3,5,1,2,3,3
1063546,0.5,2,0,0,1,2,1,2
1063547,5,7,0,4,2,2,0,7
1063548,0.5,0.5,0,2,1,2,1,1
1063549,0.5,3,0,2,1,2,2,6
1063550,2,3,0,0,5,5,7,7
1063551,2,3,0,0,0.5,0.5,3,4
1063552,2,0.5,2,1,0,0,7,7
1063553,2,0.5,0,3,0,0,0.5,0
1063554,1,2,0,0.5,4,0.5,2,3
1063556,3,3,2,4,1,1,1,1
1063557,5,5,5,7,5,7,1,2
1063558,2,3,4,6,0,0,0,0
1063559,3,4,2,3,0,0,2,4
1063560,1,5,0.5,7,1,1,1,1
1063561,6,7,0,0,2,4,7,7
1063562,1,2,4,7,1,2,2,4
1063563,0.5,2,0,0.5,1,0.5,0,0
1063564,3,5,6,7,2,6,5,7
1063565,2,4,4,6,5,7,1,3
1063566,2,3,0.5,1,1,0.5,6,7
1063567,2,3,0.5,1,1,0.5,3,4
1063568,3,4,1,4,0.5,1,2,0.5
1063569,1,3,1,2,1,1,1,1
1063572,4,4,0,0,0,0,2,5
1063573,2,0.5,0,5,2,4,2,5
1063574,0.5,2,0,0,4,5,0.5,1
1063575,0.5,0.5,0,0,2,3,1,3
1063576,0.5,0.5,0,0,1,1,5,5
1063577,1,2,0,0,0,0,6,6
1063578,7,7,0,0,1,2,7,7
1063579,5,7,0,0,0,0.5,5,7
1063580,2,4,0.5,2,5,7,0,0.5
1063581,3,5,0,0,3,0.5,4,7
1063582,3,4,0,0.5,2,3,1,1
1063583,2,4,0.5,1,1,1,3,5
1063584,0,2,0,0,7,7,7,7
1063585,1,2,0,0,1,1,3,3
1063586,7,7,0,0,1,2,7,7
1063587,2,3,0,0.5,3,4,3,4
1063588,0.5,2,0,0,2,2,2,3
1063589,5,3,0,0,2,3,5,3
1063590,2,0.5,0,1,0,0.5,1,1
1063591,2,4,0,0,1,1,2,2
1063592,3,4,1,0.5,1,0.5,7,7
1063593,4,7,0,0,1,3,7,7
1063594,1,3,0,0,0.5,0.5,5,7
1063595,7,7,1,2,2,3,4,5
1063596,0,1,0,0,0.5,0,3,5
1063597,3,4,0,0,0,0,5,6
1063598,3,4,0,0,0.5,2,2,4
1063599,3,4,0,0,3,1,5,7
1063600,1,3,4,7,4,7,0,0
1063601,2,3,0,2,1,2,2,3
1063602,5,6,3,3,2,4,5,5
1063603,2,4,0.5,1,4,4,3,4
1063604,2,1,2,2,1,1,4,5
1063605,1,3,0.5,1,2,2,2,2
1063606,3,6,3,0,0,0,1,2
1063607,2,2,0.5,1,0,0,3,4
1063608,0.5,5,3,5,2,3,2,1
1063609,2,3,4,7,3,5,0,0
1063610,4,4,4,4,2,1,7,7
1063611,0,0,0,0,0,0,7,7
1063612,4,5,0.5,0.5,0.5,0,5,6
1063613,1,2,0,0,3,2,5,6
1063614,1,3,0,0.5,0,0,7,7
1063615,2,4,0,0,3,5,3,5
1063616,2,4,0,0,1,0.5,2,4
1063617,2,3,0,0.5,1,2,0.5,1
1063619,2,4,0,0,0,0,3,5
1063620,2,6,0,2,1,2,1,2
1063621,3,1,0,0,6,6,3,7
1063622,1,3,0,0,2,3,2,2
1063623,4,6,0,0.5,0.5,0,1,1
1063624,7,7,2,2,2,2,6,6
1063625,0.5,2,0.5,5,0.5,0.5,2,5
1063626,3,5,0,0,3,5,7,7
1063627,0,1,0,0,0,0,7,7
1063628,2,1,0,0,2,0.5,4,4
1063629,2,4,0,4,0,0,2,1
1063630,2,4,0.5,0.5,3,4,3,7
1063631,1,1,1,2,1,2,1,2
1063632,1,2,0,0,0.5,0,0.5,0.5
1063633,1,2,0,0,1,2,0.5,3
1063635,4,6,0,0,0,0.5,1,1
1063636,7,7,0,0,2,0.5,7,7
1063637,2,3,0.5,0.5,0.5,1,2,3
1063639,3,3,1,2,0.5,2,1,3
1063641,2,5,1,3,3,4,0.5,1
1063642,3,4,0.5,0.5,2,2,4,5
1063643,3,4,0,0,1,0.5,2,3
1063644,3,4,0,0,0.5,0,3,5
1063645,2,3,0,0,2,3,0.5,0.5
1063646,4,5,0,0,1,1,7,7
1063647,7,7,2,4,0,0,7,7
1063648,4,4,0,0,1,2,6,7
1063650,2,5,0.5,1,1,2,0.5,3
1063651,1,2,0,1,5,7,7,7
1063652,2,3,0,0,0.5,0.5,4,7
1063653,2,4,0,0,0,1,0,1
1063654,7,7,0,0,0.5,0,7,7
1063655,2,3,0,0.5,4,5,2,2
1063656,3,1,1,1,1,0.5,7,7
1063657,5,6,0,0,1,2,1,2
1063658,3,3,0,0,4,5,7,7
1063659,4,2,0,0,0,0.5,4,2
1063660,1,2,0,0,0,0,2,3
1063661,0,0.5,0,0,0.5,0.5,7,7
1063662,1,1,0,0,0.5,1,1,2
1063663,5,5,1,1,0.5,1,3,3
1063664,5,3,1,1,2,1,7,7
1063666,2,4,0,0,4,4,2,2
1063667,2,1,0,0,1,1,0,0
1063668,2,3,0,0,2,3,3,3
1063669,0.5,0,0,0,4,3,0,3
1063670,1,2,0,0,3,2,1,1
1063671,5,7,0,0,3,5,3,4
1063672,5,6,2,4,2,4,7,7
1063673,4,7,0,0,0,0,0.5,0.5
1063675,3,5,0,0,0.5,0,0.5,0.5
1063676,2,6,0,0.5,0.5,0.5,3,6
1063677,2,3,0,0,0,0,6,7
1063678,1,1,4,5,1,0.5,5,7
1063679,3,6,2,2,0.5,0.5,0.5,6
1063680,5,7,0,0,2,3,7,7
1063681,2,3,0,0,3,0,7,7
1063682,3,5,0,1,2,2,5,7
1063683,3,3,0,0,0.5,0.5,0.5,1
1063684,6,7,0,0,0,0,6,7
1063685,4,6,0,0.5,3,5,0.5,0.5
1063686,3,4,0,0,0,0,7,7
1063687,2,2,0,0,0.5,0.5,4,4
1063688,3,4,0,0,0,1,5,7
1063689,1,1,0,0,2,3,2,3
1063690,4,3,0,0,0.5,0.5,7,7
1063692,0.5,2,0,0,1,3,2,3
1063693,4,7,0.5,0,3,5,4,6
1063694,2,4,0,0,2,4,6,7
1063695,7,7,0,0,3,3,7,7
1063697,3,5,0,0,3,3,4,5
1063698,0.5,2,0,0,5,6,7,7
1063699,7,7,0,0.5,3,4,6,7
1063700,4,6,0,0,1,0,7,6
1063701,2,3,0,0,0,0,0,0
1063702,4,6,0,0,1,1,7,7
1063703,6,2,0,1,0,0,0.5,0
1063704,3,5,0,0,2,3,1,2
1063705,5,7,0.5,0.5,0,1,7,7
1063706,1,3,0,0,2,1,3,5
1063707,3,2,0,0.5,7,7,7,7
1063708,5,7,0,0,1,2,7,7
1063709,3,4,0,0,0,1,7,7
1063710,1,2,1,1,1,1,0,0
1063712,7,7,0,0.5,7,7,7,7
1063713,5,7,0,1,1,1,4,7
1063714,1,7,0.5,2,0,0,4,5
1063715,4,6,1,1,1,2,2,3
1063716,4,6,0,0,5,7,5,7
1063717,1,2,0,0,0.5,1,6,7
1063718,7,7,2,5,0.5,0.5,7,7
1063719,1,0.5,0,0,0,0,1,0.5
1063720,2,4,0,0,0.5,0.5,7,7
1063721,1,2,0,0,1,0.5,4,7
1063722,4,7,0,0,0.5,1,1,1
1063723,3,4,0.5,1,3,3,3,4
1063724,4,6,0,0.5,1,2,5,7
1063725,2,4,0.5,1,2,3,3,3
1063726,6,4,0,0,1,1,1,0.5
1063727,3,5,0,0,0,0,2,4
1063728,4,7,0,0,4,7,7,7
1063729,3,4,0,0,0,0,7,7
1063730,2,2,0,0,0,1,3,4
1063731,5,7,3,6,3,3,7,7
1063732,1,3,0,0,2,3,4,4
1063733,0.5,1,0,0,4,2,7,7
1063735,3,4,0.5,2,0.5,1,2,3
1063736,1,2,0,0,0.5,0.5,1,2
1063737,2,3,0,0,0,0.5,3,5
1063738,2,1,0,0,0,0,5,4
1063739,0.5,5,0,0,0,0,7,7
1063740,7,7,4,6,0,0,0,0
1063741,1,3,0,0,0,0,2,3
1063742,0,1,0,0.5,6,5,6,5
1063743,4,6,0.5,1,3,2,1,2
1063744,5,4,2,0,3,5,5,6
1063745,2,0.5,0,0,1,0,0,0
1063747,2,3,0,0,2,2,4,4
1063749,5,7,1,1,3,4,1,1
1063750,1,3,0,0,3,4,3,4
1063751,0,0,0,0,0,0.5,7,7
1063752,3,4,0,1,1,2,0.5,0.5
1063753,3,5,0.5,0.5,1,2,3,5
1063754,0.5,2,0,0,2,1,0,0.5
1063755,2,2,0,0,7,7,7,7
1063756,3,4,0,0.5,2,2,1,2
1063757,0,1,0,0,2,2,0,0
1063758,1,2,2,4,3,5,0,0
1063759,2,4,0.5,5,1,2,4,6
1063760,2,2,0,1,0.5,0.5,1,2
1063761,1,2,0,0,3,4,3,5
1063762,3,7,0,0,1,2,3,3
1063763,1,3,0,2,3,2,2,3
1063764,1,1,2,2,2,3,1,3
1063765,4,1,1,0.5,0,0,3,4
1063766,1,2,4,7,2,6,5,7
1063767,5,6,3,4,3,4,4,6
1063768,3,4,0,1,0,1,4,4
1063769,1,3,1,3,2,4,1,1
1063770,1,3,0.5,2,0,0,1,1
1063772,2,6,2,6,1,1,2,3
1063773,2,3,1,2,2,4,1,1
1063774,4,6,1,3,1,1,1,1
1063775,2,4,0,2,1,3,0.5,4
1063776,0,0,2,3,0,0,0.5,0.5
1063777,2,3,0.5,1,1,1,0.5,0.5
1063778,0.5,2,0,0.5,1,2,1,2
1063779,4,4,1,0.5,0.5,0.5,0.5,0.5
1063780,3,0.5,2,1,6,6,1,0.5
1063782,2,3,1,3,1,1,4,4
1063783,0,4,0,0,3,6,2,2
1063785,2,4,0,3,2,3,1,4
1063786,2,3,0,0,2,3,2,2
1063787,4,7,4,6,3,6,2,2
1063788,1,3,0.5,4,0.5,2,1,5
1063789,5,6,1,2,0.5,1,1,0
1063790,3,5,0,0,7,7,5,7
1063791,3,6,0,4,4,6,6,6
1063792,2,4,1,2,2,4,2,3
1063793,5,7,0,3,2,0.5,2,1
1063794,2,5,2,4,4,2,2,3
1063795,2,2,1,2,3,3,6,7
1063796,0.5,3,0,0,0,0.5,0.5,1
1063797,2,4,0,0,0.5,1,0,0
1063798,5,4,3,6,1,2,0.5,1
1063799,3,7,0,2,0,0,2,1
1063800,4,4,0,3,2,2,0.5,0.5
1063801,4,6,0,0,3,5,7,7
1063803,4,7,0,0,0,0,0.5,0.5
1063804,6,7,0,4,2,0,7,7
1063805,2,4,1,2,2,3,0.5,1
1063806,0,1,2,3,2,0.5,0.5,1
1063807,1,0.5,0,0,0.5,0.5,1,1
1063808,4,5,0,2,3,5,3,1
1063810,3,6,2,4,1,0,2,4
1063811,4,4,3,2,5,6,7,7
1063812,2,4,1,4,1,2,4,4
1063813,2,1,0,1,0,0.5,2,2
1063814,4,4,0,4,0,3,3,4
1063815,7,7,2,0,1,0,6,4
1063816,3,4,0,0,1,2,0,1
1063817,3,4,0.5,1,0.5,0.5,0,0
1063818,3,5,1,2,2,1,0.5,0.5
1063819,1,0.5,1,0.5,1,1,1,2
1063820,1,2,0.5,1,2,2,2,3
1063821,2,4,0,3,0.5,0.5,3,3
1063822,5,7,1,3,1,0.5,3,7
1063823,4,5,0.5,0.5,1,2,2,2
1063824,1,2,0,2,1,3,3,3
1063825,2,3,1,1,3,2,0.5,0.5
1063826,0.5,2,0,1,2,3,5,4
1063827,1,5,0,0.5,5,5,1,2
1063828,3,4,2,3,1,2,0,0
1063829,1,3,0,0.5,3,6,7,7
1063830,0.5,1,0,4,0.5,1,2,4
1063831,2,3,0,0.5,0.5,1,1,1
1063832,4,5,0,4,5,3,6,7
1063833,0.5,1,3,7,1,2,4,4
1063834,2,4,0.5,2,4,2,4,5
1063835,3,4,0,3,0.5,2,1,2
1063836,3,2,0,2,2,4,0,5
1063837,2,3,0,0.5,5,7,0.5,0.5
1063838,0.5,2,0.5,2,1,0.5,1,3
1063839,2,2,1,2,0,0,0,0
1063840,4,3,0,0.5,3,1,3,3
1063841,2,3,0,0,0.5,1,1,2
1063842,4,5,1,2,1,2,4,4
1063843,2,4,0,4,1,0.5,2,2
1063844,1,4,0,3,3,2,1,2
1063845,2,3,1,2,1,1,1,1
1063846,2,4,2,2,1,1,1,5
1063847,1,3,1,4,0.5,0.5,0.5,0.5
1063848,2,3,0,0,0.5,0.5,1,2
1063849,3,4,0.5,2,4,4,2,3
1063851,1,2,0,0,2,4,2,3
1063852,2,2,0.5,1,0.5,1,1,2
1063854,4,6,3,6,4,5,3,2
1063855,3,3,1,2,2,2,4,4
1063856,0.5,0,3,5,0.5,0.5,0.5,0.5
1063857,0.5,0.5,5,7,0,0,1,1
1063858,4,7,2,3,4,7,4,7
1063859,3,2,0,0.5,0.5,0.5,3,3
1063860,2,3,0,0,0.5,0,3,4
1063861,1,2,2,3,1,2,1,2
1063862,0,0.5,0.5,1,1,2,1,3
1063863,2,4,3,6,0.5,0.5,0.5,1
1063864,4,6,0.5,1,2,2,3,4
1063865,0,2,2,5,0.5,1,0,0
1063866,4,6,3,4,3,5,7,7
1063867,0.5,1,0,1,2,2,2,2
1063868,1,3,0,0,3,0,3,4
1063869,2,1,4,7,2,5,7,7
1063870,2,4,2,7,1,1,1,2
1063871,0.5,3,0.5,3,0.5,0.5,1,1
1063872,2,4,1,3,0,0,3,5
1063873,3,4,1,3,0.5,0.5,5,5
1063874,3,4,5,7,0,0,2,2
1063875,2,3,0,0,2,1,2,4
1063876,6,6,2,4,0,3,0,0
1063877,0.5,1,0,0,2,3,0,0
1063878,0,0.5,5,7,2,4,0,0
1063879,2,6,1,6,4,7,6,7
1063880,5,4,0.5,0.5,0.5,0.5,1,1
1063881,2,3,1,1,0.5,1,0,0
1063882,0.5,0,1,1,3,5,2,5
1063883,2,2,0,0,0.5,0,3,3
1063884,4,3,4,5,0.5,1,1,2
1063885,1,4,7,7,7,7,3,5
1063886,0.5,2,0,0.5,1,1,2,1
1063887,4,4,0.5,0.5,0,0,3,2
1063888,2,4,0.5,3,1,2,4,3
1063890,1,7,1,4,0.5,1,3,5
1063891,4,6,2,3,2,2,2,4
1063892,2,3,2,3,0.5,0.5,3,4
1063893,4,5,4,6,2,2,2,3
1063894,1,2,6,7,0,0.5,0.5,0.5
1063895,2,4,2,3,1,2,2,2
1063896,2,3,0,0,1,2,0,0
1063897,2,4,0.5,3,0,0,4,5
1063899,7,7,1,3,0.5,2,7,7
1063900,1,3,4,5,0.5,0.5,2,3
1063901,4,5,0.5,2,0,0,0,0
1063902,2,4,2,5,0,2,0,0
1063903,3,5,0,0,1,2,4,5
1063904,3,3,1,1,2,2,3,3
1063905,2,4,0,2,2,2,0.5,1
1063906,3,7,2,4,1,0,0,0
1063907,3,4,2,3,5,5,5,5
1063908,2,6,0,0,0,0,5,7
1063909,1,1,5,7,5,7,0,0
1063910,3,5,1,2,0.5,0.5,1,2
1063911,0.5,1,1,4,1,4,0.5,1
1063912,1,0.5,0.5,0.5,0.5,0.5,1,1
1063913,3,3,0.5,0.5,0,0,3,3
1063915,5,6,3,6,2,0.5,3,5
1063916,1,3,2,3,0,0,3,7
1063917,3,4,2,5,5,6,6,7
1063918,0.5,2,0,0.5,2,2,4,4
1063919,4,5,2,2,5,7,7,7
1063920,1,2,7,7,0.5,1,1,2
1063921,2,7,3,4,1,3,0,0
1063922,1,2,2,6,2,3,1,1
1063923,1,0.5,0,0,0,0,1,1
1063924,7,7,3,7,5,7,0.5,2
1063925,1,4,6,7,0.5,0.5,2,3
1063926,2,2,4,4,3,7,7,7
1063927,4,7,0.5,0,5,7,4,2
1063928,2,1,5,7,1,1,0.5,0.5
1063929,6,3,7,4,7,7,4,2
1063930,2,4,0.5,0.5,0.5,0.5,0,0
1063931,2,4,2,4,0,0,7,7
1063932,1,2,0,0,1,0,3,4
1063933,3,4,1,2,0.5,0.5,6,6
1063934,5,6,4,6,2,3,2,3
1063935,0.5,1,3,4,1,2,2,3
1063936,3,4,0,0.5,1,0,0,0
1063937,3,4,2,2,1,0,0,0
1063938,2,4,3,6,2,1,6,7
1063939,4,7,3,5,1,1,5,7
1063940,5,4,4,3,0.5,1,2,1
1063941,2,2,1,0.5,1,2,2,2
1063942,3,2,1,2,0,0.5,5,5
1063943,1,2,5,6,0,0,0,0
1063944,3,1,2,3,3,1,3,5
1063945,5,6,7,7,3,2,3,5
1063946,5,4,3,3,3,3,5,5
1063948,1,2,2,3,0,0,7,7
1063949,3,6,1,4,0,2,1,0
1063950,0,1,1,3,0.5,0.5,1,1
1063951,3,1,4,0,0,0,0,0
1063952,2,4,0,7,6,3,0,0
1063953,3,7,3,7,0,0,0.5,0.5
1063954,2,2,0,6,0,1,3,3
1063955,3,6,0,0,0,0,2,1
1063956,3,7,0,0,0.5,1,6,7
1063957,1,1,2,2,0,0.5,2,5
1063958,4,7,1,2,1,1,5,7
1063959,7,7,3,5,2,0,0,0
1063960,4,5,2,3,5,5,5,5
1063961,3,5,2,6,2,7,7,7
1063962,2,5,5,6,3,3,0,0
1063963,3,5,3,6,0,0,0,0
1063964,3,5,2,3,4,5,5,6
1063965,3,5,2,5,2,4,7,7
